route,lines,title,endpoint_count,bucket,category,borderline_note
/performance/api-resources,74,API资源优化,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/api-response-time,74,API响应时间,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/api-throughput,74,API吞吐量,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/cache-preheat,74,缓存预热,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/cache-strategy,74,缓存策略,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/concurrent-control,74,并发控制,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/cpu-optimization,74,CPU优化,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/integration-testing,74,集成测试,1,DEVOPS,性能集成测试（测试工具）,
/performance/memory-monitor,74,内存监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/memory-optimization,74,内存优化,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/performance-data,74,性能数据采集,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/performance-monitoring,74,性能监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/performance-optimizer,74,性能优化器,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/performance-report,74,性能报告,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/performance-tuning,74,性能调优,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/query-optimization,74,查询优化,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/rate-limiting,74,限流控制,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/regression-detection,74,性能回归检测,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/smart-cache,74,智能缓存,1,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin-development,545,插件开发,6,DEVOPS,插件开发（开发者工具）,
/plugin-marketplace,498,插件市场,6,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/batch-operations,128,批量操作,2,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/code-generation,144,代码生成,3,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/mcp,531,MCP协议管理,5,DEVOPS,MCP 协议接入（开发者工具）,
/plugin/plugin-configuration,167,插件配置,2,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/plugin-development,578,插件开发,5,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/plugin-development-advanced,740,高级插件开发,5,DEVOPS,插件开发高级（开发者工具）,
/plugin/plugin-interface,144,插件接口,2,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/plugin-list,255,插件列表,3,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/plugin-management,275,插件管理,3,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/plugin-marketplace,798,插件市场,5,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/plugin-marketplace-advanced,725,高级插件市场,3,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/plugin-publish,202,插件发布,1,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/plugin-registration,181,插件注册,2,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/plugin-run,151,插件运行,1,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/plugin-sdk,774,插件SDK,5,DEVOPS,插件 SDK（开发者工具）,
/plugin/plugin-status,151,插件系统状态,2,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/plugin-system,136,插件系统,3,USER,用户端业务页（SRE/运维/管理使用者）,
/plugin/plugin-template,105,插件模板,2,USER,用户端业务页（SRE/运维/管理使用者）,
/predictive,447,预测性维护,3,USER,用户端业务页（SRE/运维/管理使用者）,
/priority/priority-advanced,621,高级优先级管理,4,USER,用户端业务页（SRE/运维/管理使用者）,
/query,218,查询编辑器,1,USER,用户端业务页（SRE/运维/管理使用者）,
/query-editor,424,查询编辑器,1,USER,用户端业务页（SRE/运维/管理使用者）,
/rag/rag-history,282,RAG历史搜索,2,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/bidirectional-communication,74,双向通信,1,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/enhanced-websocket,74,增强WebSocket,1,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/event-processing,74,事件处理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/event-stream,74,事件流,1,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/flink-stream,74,Flink流处理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/kafka-stream,74,Kafka流处理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/message-queue,74,消息队列,1,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/push-notification,74,推送通知,1,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/realtime-advanced,655,高级实时通信,5,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/realtime-communication,74,实时通信,1,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/realtime-status,74,实时状态,1,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/sse,74,SSE事件流,1,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/stream-monitoring,74,流监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/websocket,74,WebSocket,1,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/websocket-connection,74,WebSocket连接,1,USER,用户端业务页（SRE/运维/管理使用者）,
/realtime/websocket-manager,74,WebSocket管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/auto-heal,328,自动治愈,4,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/cloud-repair,278,云平台修复,2,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/cluster-repair,272,集群修复,2,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/cross-platform,254,跨平台修复,3,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/docker-repair,296,Docker修复,2,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/hardware-repair,277,硬件修复,2,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/hitl-approval,327,人工审批,3,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/intelligent-repair,298,智能修复,3,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/k8s-repair,299,Kubernetes修复,2,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/linux-repair,294,Linux修复,2,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/macos-repair,294,macOS修复,2,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/pod-repair,277,Pod修复,2,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/repair-advanced,643,高级修复管理,7,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/repair-configuration,420,修复配置,2,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/repair-effectiveness,264,修复效果评估,2,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/repair-history,271,修复历史,2,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/repair-scripts,372,修复脚本,2,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/repair-verification,286,修复验证,3,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/script-management,289,脚本管理,3,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/unified-repair,404,统一修复,2,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/unified-repair-advanced,1900,统一修复高级管理,9,USER,用户端业务页（SRE/运维/管理使用者）,
/repair/windows-repair,294,Windows修复,2,USER,用户端业务页（SRE/运维/管理使用者）,
/repairs,564,修复管理,2,USER,用户端业务页（SRE/运维/管理使用者）,
/resources/capacity-planning,74,容量规划,1,USER,用户端业务页（SRE/运维/管理使用者）,
/resources/cpu-usage,74,CPU使用,1,USER,用户端业务页（SRE/运维/管理使用者）,
/resources/disk-usage,74,磁盘使用,1,USER,用户端业务页（SRE/运维/管理使用者）,
/resources/memory-usage,74,内存使用,1,USER,用户端业务页（SRE/运维/管理使用者）,
/resources/network-usage,74,网络使用,1,USER,用户端业务页（SRE/运维/管理使用者）,
/resources/resource-alerts,74,资源告警,1,USER,用户端业务页（SRE/运维/管理使用者）,
/resources/resource-allocation,74,资源分配,1,USER,用户端业务页（SRE/运维/管理使用者）,
/resources/resource-monitoring,74,资源监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/resources/resource-optimization,74,资源优化,1,USER,用户端业务页（SRE/运维/管理使用者）,
/resources/resource-quota,74,资源配额,1,USER,用户端业务页（SRE/运维/管理使用者）,
/resources/resource-reports,74,资源报告,1,USER,用户端业务页（SRE/运维/管理使用者）,
/resources/system-resources,74,系统资源,1,USER,用户端业务页（SRE/运维/管理使用者）,
/root-cause,582,根因分析,5,USER,用户端业务页（SRE/运维/管理使用者）,
/root-cause-analysis,583,根因分析,5,USER,用户端业务页（SRE/运维/管理使用者）,
/root-cause/root-cause-advanced,860,高级根因分析,7,USER,用户端业务页（SRE/运维/管理使用者）,
/security,429,安全中心,2,USER,用户端业务页（SRE/运维/管理使用者）,
/security-center,597,安全中心,2,USER,用户端业务页（SRE/运维/管理使用者）,
/security-events,476,安全事件管理,2,USER,用户端业务页（SRE/运维/管理使用者）,
/security/abac,471,属性访问控制 (ABAC),4,USER,用户端业务页（SRE/运维/管理使用者）,
/security/api-security,537,API安全,6,USER,用户端业务页（SRE/运维/管理使用者）,
/security/audit-center,474,审计中心,6,USER,用户端业务页（SRE/运维/管理使用者）,
/security/command-check,305,命令检查,3,USER,用户端业务页（SRE/运维/管理使用者）,
/security/command-guard,408,高危指令管控,4,USER,用户端业务页（SRE/运维/管理使用者）,
/security/command-rewrite,425,命令重写,5,USER,用户端业务页（SRE/运维/管理使用者）,
/security/compliance-check,388,合规检查,6,USER,用户端业务页（SRE/运维/管理使用者）,
/security/compliance-management,472,合规管理,5,USER,用户端业务页（SRE/运维/管理使用者）,
/security/data-encryption,467,数据加密,7,USER,用户端业务页（SRE/运维/管理使用者）,
/security/data-privacy,433,数据隐私,5,USER,用户端业务页（SRE/运维/管理使用者）,
/security/database-security,461,数据库安全,5,USER,用户端业务页（SRE/运维/管理使用者）,
/security/https,389,HTTPS配置,7,USER,用户端业务页（SRE/运维/管理使用者）,
/security/input-validation,526,输入验证,5,USER,用户端业务页（SRE/运维/管理使用者）,
/security/key-management,373,密钥管理,6,USER,用户端业务页（SRE/运维/管理使用者）,
/security/mfa,381,多因子认证 (MFA),5,USER,用户端业务页（SRE/运维/管理使用者）,
/security/operation-records,372,操作记录,3,USER,用户端业务页（SRE/运维/管理使用者）,
/security/penetration-testing,548,渗透测试,6,USER,用户端业务页（SRE/运维/管理使用者）,
/security/rate-limit,512,速率限制,4,USER,用户端业务页（SRE/运维/管理使用者）,
/security/rbac,427,角色访问控制 (RBAC),5,USER,用户端业务页（SRE/运维/管理使用者）,
/security/security-advanced,559,高级安全管理,7,USER,用户端业务页（SRE/运维/管理使用者）,
/security/security-audit,336,安全审计,3,USER,用户端业务页（SRE/运维/管理使用者）,
/security/security-testing,448,安全测试,6,USER,用户端业务页（SRE/运维/管理使用者）,
/security/snapshot-encryption,416,快照加密,7,USER,用户端业务页（SRE/运维/管理使用者）,
/security/vulnerability-intelligence,329,漏洞情报,3,USER,用户端业务页（SRE/运维/管理使用者）,
/security/vulnerability-management,518,漏洞管理,4,USER,用户端业务页（SRE/运维/管理使用者）,
/security/vulnerability-scan,543,漏洞扫描,6,USER,用户端业务页（SRE/运维/管理使用者）,
/service-map,509,服务地图,1,USER,用户端业务页（SRE/运维/管理使用者）,
/service-mesh/circuit-breaker,74,熔断器,1,USER,用户端业务页（SRE/运维/管理使用者）,
/service-mesh/health-check,74,健康检查,1,USER,用户端业务页（SRE/运维/管理使用者）,
/service-mesh/load-balancing,74,负载均衡,1,USER,用户端业务页（SRE/运维/管理使用者）,
/service-mesh/mesh-management,74,网格管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/service-mesh/mesh-observability,74,网格可观测性,1,USER,用户端业务页（SRE/运维/管理使用者）,
/service-mesh/microservice-mesh,74,微服务网格,1,USER,用户端业务页（SRE/运维/管理使用者）,
/service-mesh/retry-policy,74,重试策略,1,USER,用户端业务页（SRE/运维/管理使用者）,
/service-mesh/service-discovery,74,服务发现,1,USER,用户端业务页（SRE/运维/管理使用者）,
/service-mesh/service-mesh,74,服务网格,1,USER,用户端业务页（SRE/运维/管理使用者）,
/service-mesh/service-monitoring,74,服务监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/service-mesh/timeout-config,74,超时配置,1,USER,用户端业务页（SRE/运维/管理使用者）,
/service-mesh/traffic-management,74,流量管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/service-monitoring/service-monitoring-advanced,679,高级服务监控,5,USER,用户端业务页（SRE/运维/管理使用者）,
/settings,370,系统设置,4,USER,用户端业务页（SRE/运维/管理使用者）,
/setup,70,SetupPage,1,DEVOPS,系统初始化/认证入口（非业务展示页）,
/slo,469,SLO管理,3,USER,用户端业务页（SRE/运维/管理使用者）,
/slo/kpi-config,125,KPI配置,2,USER,用户端业务页（SRE/运维/管理使用者）,
/slo/kpi-management,156,KPI管理,2,USER,用户端业务页（SRE/运维/管理使用者）,
/slo/sla-management,175,SLA管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/slo/sla-report,132,SLA报告,1,USER,用户端业务页（SRE/运维/管理使用者）,
/slo/sla-storage,121,SLA存储,1,USER,用户端业务页（SRE/运维/管理使用者）,
/slo/slo-advanced,684,高级SLO管理,6,USER,用户端业务页（SRE/运维/管理使用者）,
/slo/slo-definition,155,SLO定义,1,USER,用户端业务页（SRE/运维/管理使用者）,
/slo/slo-evaluation,115,SLO评估,1,USER,用户端业务页（SRE/运维/管理使用者）,
/slo/slo-incident,111,SLO事件,1,USER,用户端业务页（SRE/运维/管理使用者）,
/slo/slo-management,165,SLO管理,2,USER,用户端业务页（SRE/运维/管理使用者）,
/slo/slo-metrics,104,SLO指标,1,USER,用户端业务页（SRE/运维/管理使用者）,
/slo/slo-monitoring,115,SLO监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/slo/slo-storage,111,SLO存储,1,USER,用户端业务页（SRE/运维/管理使用者）,
/team-collaboration,374,团队协作,1,USER,用户端业务页（SRE/运维/管理使用者）,
/tenant,470,租户管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/tenant/tenant-advanced,699,高级租户管理,5,USER,用户端业务页（SRE/运维/管理使用者）,
/tenant/tenant-api,74,租户API,1,USER,用户端业务页（SRE/运维/管理使用者）,
/tenant/tenant-audit,74,租户审计,1,USER,用户端业务页（SRE/运维/管理使用者）,
/tenant/tenant-billing,74,租户计费,1,USER,用户端业务页（SRE/运维/管理使用者）,
/tenant/tenant-configuration,74,租户配置,1,USER,用户端业务页（SRE/运维/管理使用者）,
/tenant/tenant-isolation,74,租户隔离,1,USER,用户端业务页（SRE/运维/管理使用者）,
/tenant/tenant-management,74,租户管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/tenant/tenant-monitoring,74,租户监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/tenant/tenant-permissions,74,租户权限,1,USER,用户端业务页（SRE/运维/管理使用者）,
/tenant/tenant-quota,74,租户配额,1,USER,用户端业务页（SRE/运维/管理使用者）,
/tenant/tenant-resources,74,租户资源,1,USER,用户端业务页（SRE/运维/管理使用者）,
/test-coverage,446,测试覆盖率,3,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/test-management,550,测试管理,6,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/test/test-automation-advanced,458,高级测试自动化,4,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/automated-tests,74,自动化测试,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/code-coverage,74,代码覆盖率,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/input-validation,74,输入验证,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/integration-testing,74,集成测试,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/integration-validator,74,集成验证,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/test-automation,74,测试自动化,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/test-coverage,74,测试覆盖率,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/test-framework,74,测试框架,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/test-framework-advanced,1026,测试框架高级配置,4,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/test-management,74,测试管理,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/test-reports,74,测试报告,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/test-results,74,测试结果,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/test-scheduling,74,测试调度,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/testing-system,74,测试系统,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/type-validation,74,类型验证,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/testing/verifier,74,验证器,1,DEVOPS,测试自动化/覆盖率框架（开发者·QA·CI 内部）,
/topology,332,全链路拓扑,1,USER,用户端业务页（SRE/运维/管理使用者）,
/topology-enhanced,290,服务地图增强,1,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/call-chain-analysis,135,调用链分析,2,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/call-chain-search,119,调用链搜索,1,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/causal-graph,122,因果图,1,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/causal-inference,115,因果推断,1,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/causal-prediction,108,因果预测,1,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/dependency-modeling,141,依赖建模,2,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/full-link-topology,80,全链路拓扑,1,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/impact-analysis,123,影响分析,1,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/service-discovery,125,服务发现,2,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/service-registration,175,服务注册,2,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/topology-management,137,拓扑管理,2,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/topology-status,101,拓扑状态,1,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/topology-types,83,拓扑类型,1,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/topology-view,85,拓扑视图,0,USER,用户端业务页（SRE/运维/管理使用者）,
/topology/topology-visualization,110,拓扑可视化,1,USER,用户端业务页（SRE/运维/管理使用者）,
/tracing,1432,链路追踪,3,USER,用户端业务页（SRE/运维/管理使用者）,
/users,480,用户管理,7,USER,用户端业务页（SRE/运维/管理使用者）,
/users/mfa,74,多因子认证,1,USER,用户端业务页（SRE/运维/管理使用者）,
/users/password-management,74,密码管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/users/session-management,74,会话管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/users/user-audit,74,用户审计,1,USER,用户端业务页（SRE/运维/管理使用者）,
/users/user-authentication,74,用户认证,1,USER,用户端业务页（SRE/运维/管理使用者）,
/users/user-authorization,74,用户授权,1,USER,用户端业务页（SRE/运维/管理使用者）,
/users/user-management,74,用户管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/users/user-permissions,74,用户权限,1,USER,用户端业务页（SRE/运维/管理使用者）,
/users/user-profile,74,用户信息,1,USER,用户端业务页（SRE/运维/管理使用者）,
/users/user-training,74,用户培训,1,USER,用户端业务页（SRE/运维/管理使用者）,
/vector/collection-management,74,集合管理,1,USER,用户端业务页（SRE/运维/管理使用者）,向量库集合运维
/vector/qdrant,74,Qdrant向量库,1,USER,用户端业务页（SRE/运维/管理使用者）,Qdrant 引擎管理
/vector/similarity-search,74,相似度搜索,1,USER,用户端业务页（SRE/运维/管理使用者）,
/vector/vector-pipeline,74,向量管道,1,USER,用户端业务页（SRE/运维/管理使用者）,
/vector/vector-retrieval,74,向量检索,1,USER,用户端业务页（SRE/运维/管理使用者）,
/vector/vector-search,74,向量搜索,1,USER,用户端业务页（SRE/运维/管理使用者）,
/vector/vector-service,74,向量服务,1,USER,用户端业务页（SRE/运维/管理使用者）,向量服务部署
/vector/vector-sharding,74,向量分片,1,USER,用户端业务页（SRE/运维/管理使用者）,向量分片运维
/workflow,448,工作流,3,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/ansible-automation,521,Ansible自动化,6,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/change-approval,362,变更审批,2,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/change-management,469,变更管理,7,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/change-records,321,变更记录,2,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/cicd-pipeline,439,CI/CD管道,5,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/dag,517,DAG图,6,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/dsl-definition,421,DSL定义,6,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/executor,379,执行器,5,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/flowchart,458,流程图展示,5,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/gitops,396,GitOps管理,4,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/performance-scheduler,438,性能调度器,5,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/state-machine,448,状态机,6,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/task-scheduler,373,任务调度器,5,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/terraform-iac,598,Terraform IaC,8,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/workflow-execution,317,工作流执行,4,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/workflow-management,275,工作流管理,4,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/workflow-status,254,工作流状态,1,USER,用户端业务页（SRE/运维/管理使用者）,
/workflow/workflow-visualization,312,工作流可视化,3,USER,用户端业务页（SRE/运维/管理使用者）,
